,Ship To Name,forcasted_line_count_int
2266,ZALES JEWELERS 1346,3
1969,PIERCING PAGODA 451,3
2323,ZALES JEWELERS 1538,3
362,JARED 8450,3
31,JARED 2418,3
1997,PIERCING PAGODA 542,3
2319,ZALES JEWELERS 1530,3
97,JARED 2497,3
495,JARED REPAIR SHOP 9287,3
2318,ZALES JEWELERS 1529,3
1961,PIERCING PAGODA 42,3
140,JARED 2549,3
2251,ZALES JEWELERS 1269,3
1869,PIERCING PAGODA 3650,3
1994,PIERCING PAGODA 535,3
2314,ZALES JEWELERS 1519,3
2309,ZALES JEWELERS 1511,3
2311,ZALES JEWELERS 1513,3
2255,ZALES JEWELERS 1279,3
304,JARED 8373,4
458,JARED REPAIR SHOP 8381,4
332,JARED 8412,4
449,JARED REPAIR SHOP 8279,4
451,JARED REPAIR SHOP 8303,4
305,JARED 8375,4
301,JARED 8369,4
463,JARED REPAIR SHOP 8392,4
246,JARED 489,4
2308,ZALES JEWELERS 1504,4
303,JARED 8372,4
1280,KAY JEWELERS 4189,4
666,KAY JEWELERS 1455,4
2517,ZALES JEWELERS 339,4
425,JARED 9292,4
2300,ZALES JEWELERS 1469,4
430,JARED 950,4
2589,ZALES JEWELERS 8600,4
1734,PIERCING PAGODA 2452,4
66,JARED 2458,4
1475,KAY JEWELERS 717,4
2304,ZALES JEWELERS 1491,4
306,JARED 8376,4
1648,PIERCING PAGODA 136,4
2143,STERLING JEWELERS INC SEATTLE WA,4
2553,ZALES JEWELERS 608,4
1595,PIERCING PAGODA 1090,4
445,JARED REPAIR SHOP 8237,4
236,JARED 477,4
2675,ZALES OUTLET 2804,4
374,JARED 8562,4
1129,KAY JEWELERS 29,4
2202,ZALES JEWELERS 1037,4
561,KAY JEWELERS 1134,4
352,JARED 8439,4
485,JARED REPAIR SHOP 8611,4
2221,ZALES JEWELERS 1165,4
2012,PIERCING PAGODA 578,4
2438,ZALES JEWELERS 1796,4
2662,ZALES OUTLET 2777,4
322,JARED 8396,4
389,JARED 8589,4
2237,ZALES JEWELERS 1242,4
382,JARED 8574,4
2672,ZALES OUTLET 2798,4
2240,ZALES JEWELERS 1252,4
279,JARED 8310,4
133,JARED 2541,4
2326,ZALES JEWELERS 1542,4
281,JARED 8313,4
249,JARED 492,4
469,JARED REPAIR SHOP 8421,4
473,JARED REPAIR SHOP 8451,4
378,JARED 8569,5
364,JARED 8475,5
337,JARED 8419,5
416,JARED 9276,5
462,JARED REPAIR SHOP 8390,5
379,JARED 8570,5
309,JARED 8379,5
250,JARED 493,5
338,JARED 8424,5
339,JARED 8425,5
490,JARED REPAIR SHOP 9277,5
354,JARED 8441,5
298,JARED 8366,5
466,JARED REPAIR SHOP 8404,5
269,JARED 8268,5
476,JARED REPAIR SHOP 8545,5
2644,ZALES OUTLET 2727,5
366,JARED 8542,5
177,JARED 414,5
457,JARED REPAIR SHOP 8368,5
327,JARED 8406,5
315,JARED 8386,5
454,JARED REPAIR SHOP 8338,5
388,JARED 8588,6
386,JARED 8578,6
431,JARED 962,6
372,JARED 8558,6
357,JARED 8444,6
350,JARED 8437,6
421,JARED 9288,6
407,JARED 9093,6
355,JARED 8442,6
381,JARED 8573,6
380,JARED 8572,6
353,JARED 8440,6
343,JARED 8430,6
345,JARED 8432,6
384,JARED 8576,6
402,JARED 8984,6
404,JARED 8986,6
373,JARED 8559,6
348,JARED 8435,6
365,JARED 8538,6
376,JARED 8565,6
346,JARED 8433,6
377,JARED 8566,6
216,JARED 452,6
369,JARED 8551,6
392,JARED 8593,6
698,KAY JEWELERS 1531,6
356,JARED 8443,6
368,JARED 8549,6
370,JARED 8552,6
417,JARED 9278,6
363,JARED 8456,6
347,JARED 8434,6
428,JARED 9324,6
349,JARED 8436,6
360,JARED 8447,6
341,JARED 8427,6
499,JARED REPAIR SHOP 965,6
498,JARED REPAIR SHOP 950,6
333,JARED 8413,6
460,JARED REPAIR SHOP 8388,6
464,JARED REPAIR SHOP 8397,6
1514,KAY JEWELERS 8554,6
465,JARED REPAIR SHOP 8402,6
467,JARED REPAIR SHOP 8405,6
494,JARED REPAIR SHOP 9286,6
452,JARED REPAIR SHOP 8315,6
331,JARED 8411,6
329,JARED 8409,6
491,JARED REPAIR SHOP 9279,6
323,JARED 8398,6
328,JARED 8408,6
270,JARED 8270,6
489,JARED REPAIR SHOP 9236,6
326,JARED 8403,6
264,JARED 8257,6
263,JARED 8256,6
492,JARED REPAIR SHOP 9283,6
275,JARED 8278,6
320,JARED 8394,6
294,JARED 8362,6
299,JARED 8367,6
67,JARED 2459,6
297,JARED 8365,6
340,JARED 8426,6
296,JARED 8364,6
295,JARED 8363,6
443,JARED REPAIR SHOP 8234,6
446,JARED REPAIR SHOP 8247,6
292,JARED 8357,6
335,JARED 8417,6
478,JARED REPAIR SHOP 8555,6
447,JARED REPAIR SHOP 8251,6
448,JARED REPAIR SHOP 8262,6
282,JARED 8314,6
312,JARED 8383,6
289,JARED 8354,6
291,JARED 8356,6
287,JARED 8346,6
480,JARED REPAIR SHOP 8568,7
265,JARED 8258,7
84,JARED 2481,7
267,JARED 8263,7
268,JARED 8267,7
325,JARED 8401,7
487,JARED REPAIR SHOP 8615,7
488,JARED REPAIR SHOP 8987,7
367,JARED 8548,7
403,JARED 8985,7
496,JARED REPAIR SHOP 9295,7
314,JARED 8385,7
88,JARED 2487,7
383,JARED 8575,7
359,JARED 8446,7
486,JARED REPAIR SHOP 8612,7
313,JARED 8384,7
82,JARED 2477,7
1563,KAY REPAIR SHOP 8335,7
413,JARED 9269,7
2146,ZALE OUTLET 8604,7
2591,ZALES JEWELERS 8602,7
474,JARED REPAIR SHOP 8543,7
475,JARED REPAIR SHOP 8544,7
423,JARED 9290,7
257,JARED 8230,7
461,JARED REPAIR SHOP 8389,7
2590,ZALES JEWELERS 8601,7
444,JARED REPAIR SHOP 8235,7
456,JARED REPAIR SHOP 8353,7
437,JARED REPAIR SHOP 2513,7
439,JARED REPAIR SHOP 2542,7
477,JARED REPAIR SHOP 8547,7
330,JARED 8410,7
273,JARED 8276,8
470,JARED REPAIR SHOP 8422,8
342,JARED 8428,8
479,JARED REPAIR SHOP 8564,8
319,JARED 8393,8
422,JARED 9289,8
302,JARED 8371,8
310,JARED 8380,8
344,JARED 8431,8
266,JARED 8260,8
1512,KAY JEWELERS 8457,9
497,JARED REPAIR SHOP 9298,9
210,JARED 442,9
1515,KAY JEWELERS 8561,9
308,JARED 8378,9
415,JARED 9275,9
351,JARED 8438,9
398,JARED 8606,9
396,JARED 8598,9
408,JARED 9095,9
409,JARED 9096,9
288,JARED 8352,9
410,JARED 9235,9
274,JARED 8277,9
324,JARED 8399,9
385,JARED 8577,9
375,JARED 8563,9
440,JARED REPAIR SHOP 429,10
277,JARED 8281,10
280,JARED 8311,10
450,JARED REPAIR SHOP 8282,10
293,JARED 8359,10
260,JARED 8250,10
261,JARED 8254,10
393,JARED 8594,10
391,JARED 8591,10
455,JARED REPAIR SHOP 8351,10
271,JARED 8271,10
272,JARED 8274,10
414,JARED 9274,11
1516,KAY JEWELERS 8599,11
401,JARED 8616,11
334,JARED 8414,11
2140,SIGNET JEWELERS LTD.,11
259,JARED 8248,11
468,JARED REPAIR SHOP 8407,11
395,JARED 8597,11
316,JARED 8387,11
412,JARED 9268,12
258,JARED 8242,12
2137,SIGNET,13
262,JARED 8255,14
390,JARED 8590,14
1550,KAY OUTLET 4042,14
2139,SIGNET CANADA DC,15
406,JARED 9090,16
1571,PEOPLES JEWELRY - SIGNET,50
2138,SIGNET AKRON DC,50
2142,STERLING JEWELERS INC,90
